1,2,5,3,7,6,4,9,1,8,10,9,1,2,7,4,7,3,7,2,1,86,1,43,0,0,0,0,0,0
2,9,10,7,3,8,4,1,6,5,2,1,9,5,3,1,5,2,8,1,3,456,1,38,0,0,0,0,0,0
3,5,9,1,4,8,6,7,3,10,2,7,4,6,7,9,2,1,5,4,8,212,1,53,0,0,0,0,0,0
4,1,3,2,4,5,9,6,10,8,7,4,6,7,9,2,5,7,4,4,3,918,1,51,0,0,0,0,0,0
5,8,2,9,5,6,3,7,10,1,4,7,8,5,3,3,4,1,8,1,4,528,1,44,0,0,0,0,0,0
6,8,3,6,1,4,7,2,9,10,5,9,2,8,4,5,2,8,3,2,7,500,1,50,0,0,0,0,0,0
7,3,1,2,5,8,6,7,4,9,10,5,9,5,7,4,2,4,7,8,7,464,1,58,0,0,0,0,0,0
8,9,5,3,2,8,10,7,1,4,6,2,6,3,8,9,9,9,8,2,3,1062,1,59,0,0,0,0,0,0
9,3,9,6,1,8,4,2,7,5,10,9,2,3,1,5,2,6,1,1,7,666,1,37,0,0,0,0,0,0
10,7,4,1,6,2,10,5,3,9,8,2,8,7,3,7,8,7,5,8,5,960,1,60,0,0,0,0,0,0
11,3,9,6,1,5,8,10,7,4,2,8,7,7,3,1,5,7,3,5,5,204,1,51,0,0,0,0,0,0
12,8,6,4,7,10,3,9,2,1,5,6,9,3,1,1,5,1,6,2,1,630,1,35,0,0,0,0,0,0
13,4,6,2,10,8,3,5,7,1,9,7,5,2,2,7,9,6,7,5,7,912,1,57,0,0,0,0,0,0
14,2,7,3,9,6,5,1,4,8,10,5,9,8,3,7,6,2,5,6,4,660,1,55,0,0,0,0,0,0
15,6,3,10,1,9,4,7,2,8,5,4,5,4,2,7,4,6,8,2,1,344,1,43,0,0,0,0,0,0
16,7,3,10,4,9,6,1,8,2,5,9,1,9,2,6,2,6,9,4,3,102,1,51,0,0,0,0,0,0
17,7,8,4,10,6,3,9,5,2,1,5,5,7,4,9,9,4,2,6,1,104,1,52,0,0,0,0,0,0
18,5,3,2,10,8,4,9,1,6,7,3,5,3,9,5,2,7,8,4,5,408,1,51,0,0,0,0,0,0
19,10,2,3,4,6,9,8,1,7,5,6,9,4,1,5,2,4,3,2,3,156,1,39,0,0,0,0,0,0
20,3,10,1,9,4,8,5,2,7,6,4,5,4,1,9,9,7,5,9,1,216,1,54,0,0,0,0,0,0
21,10,4,7,9,8,5,2,3,1,6,8,4,6,3,4,2,9,5,6,6,1060,1,53,0,0,0,0,0,0
22,4,6,2,8,7,5,3,10,1,9,8,5,5,6,1,2,3,3,7,7,470,1,47,0,0,0,0,0,0
23,4,3,10,7,1,8,5,9,6,2,1,9,2,1,9,6,2,1,7,3,164,1,41,0,0,0,0,0,0
24,4,5,8,9,3,1,7,6,2,10,8,6,4,7,8,8,2,1,7,6,114,1,57,0,0,0,0,0,0
25,4,10,9,7,8,5,6,1,3,2,4,9,1,4,2,5,3,6,1,6,82,1,41,0,0,0,0,0,0
26,9,7,4,8,10,3,5,1,6,2,9,1,2,1,8,3,3,3,3,9,336,1,42,0,0,0,0,0,0
27,7,5,2,8,4,1,9,6,3,10,4,6,7,4,4,7,2,4,2,2,504,1,42,0,0,0,0,0,0
28,9,1,6,4,10,5,2,3,7,8,3,9,7,1,7,4,2,8,6,2,588,1,49,0,0,0,0,0,0
29,1,6,4,9,5,3,7,10,2,8,8,2,2,9,6,9,5,7,3,5,784,1,56,0,0,0,0,0,0
30,8,1,3,10,5,4,2,9,6,7,7,7,6,2,6,2,1,3,8,1,602,1,43,0,0,0,0,0,0
31,9,10,6,8,7,3,1,4,2,5,8,5,4,1,9,4,2,8,6,8,220,1,55,0,0,0,0,0,0
32,5,1,8,4,2,6,10,7,9,3,3,4,7,9,8,5,2,6,7,9,840,1,60,0,0,0,0,0,0
33,3,10,6,7,2,1,5,9,4,8,9,2,5,6,7,4,1,9,5,8,560,1,56,0,0,0,0,0,0
34,2,6,4,3,1,10,5,7,9,8,6,1,9,5,4,6,3,9,2,2,376,1,47,0,0,0,0,0,0
35,5,1,9,7,8,10,4,2,6,3,5,1,5,4,6,1,9,1,3,5,80,1,40,0,0,0,0,0,0
36,7,6,2,5,4,10,1,8,9,3,6,9,9,8,9,8,7,6,9,2,1022,1,73,0,0,0,0,0,0
37,3,9,7,4,10,6,2,8,1,5,4,3,7,3,8,5,7,4,7,2,800,1,50,0,0,0,0,0,0
38,2,9,1,10,4,3,7,6,5,8,2,3,6,3,1,9,1,7,3,6,738,1,41,0,0,0,0,0,0
39,2,6,1,8,3,10,5,9,4,7,4,7,2,9,7,3,7,2,3,7,612,1,51,0,0,0,0,0,0
40,1,5,3,4,2,7,8,9,6,10,6,5,8,5,1,1,6,1,1,6,320,1,40,0,0,0,0,0,0
41,5,2,9,1,3,8,6,10,7,4,7,9,2,2,3,2,5,4,6,1,738,1,41,0,0,0,0,0,0
42,7,2,3,6,10,9,4,5,1,8,5,3,7,7,3,8,9,6,4,5,912,1,57,0,0,0,0,0,0
43,5,8,6,2,10,4,7,1,9,3,5,5,6,1,3,4,6,9,4,8,1020,1,51,0,0,0,0,0,0
44,7,10,6,9,1,8,3,4,5,2,5,6,9,5,6,9,9,6,7,6,1360,1,68,0,0,0,0,0,0
45,8,7,4,1,9,3,6,2,5,10,3,9,2,9,9,2,8,3,3,9,684,1,57,0,0,0,0,0,0
46,8,6,4,7,1,9,3,5,2,10,7,2,8,4,3,6,8,9,8,1,224,1,56,0,0,0,0,0,0
47,2,1,3,9,4,7,8,5,10,6,7,1,8,2,8,9,9,2,1,5,520,1,52,0,0,0,0,0,0
48,6,3,10,4,2,8,7,5,1,9,2,6,3,6,5,7,4,3,2,4,252,1,42,0,0,0,0,0,0
49,6,7,4,2,3,8,1,9,10,5,4,1,7,4,8,3,3,2,4,7,774,1,43,0,0,0,0,0,0
50,6,4,2,10,9,1,7,8,5,3,1,1,6,7,5,9,9,9,3,4,324,1,54,0,0,0,0,0,0
