1,1,5,2,10,8,3,4,9,7,6,7,7,9,1,2,6,8,6,9,6,122,1,61,0,0,0,0,0,0
2,9,6,2,10,5,3,1,7,8,4,8,9,1,8,7,5,7,9,8,6,816,1,68,0,0,0,0,0,0
3,4,2,3,6,10,9,1,5,8,7,6,9,7,2,9,4,7,7,6,4,244,1,61,0,0,0,0,0,0
4,4,6,10,7,2,5,8,9,1,3,3,5,8,3,2,1,2,6,8,1,702,1,39,0,0,0,0,0,0
5,7,10,1,3,5,8,6,2,4,9,5,8,1,7,5,8,9,3,6,1,636,1,53,0,0,0,0,0,0
6,1,3,10,5,7,8,9,6,4,2,5,7,7,8,4,1,7,3,4,7,530,1,53,0,0,0,0,0,0
7,5,3,1,4,8,9,6,2,7,10,7,6,4,9,6,8,6,4,3,4,456,1,57,0,0,0,0,0,0
8,9,8,7,3,1,6,10,5,2,4,9,4,3,6,3,8,8,3,6,4,972,1,54,0,0,0,0,0,0
9,10,9,3,7,5,8,6,2,1,4,3,3,3,3,4,8,3,9,8,3,846,1,47,0,0,0,0,0,0
10,10,3,9,7,1,5,2,6,4,8,7,5,3,1,6,4,7,1,1,9,704,1,44,0,0,0,0,0,0
11,8,1,4,5,2,7,6,10,9,3,6,1,6,7,6,1,3,9,9,7,220,1,55,0,0,0,0,0,0
12,4,6,2,7,3,8,5,9,10,1,9,2,7,7,3,6,9,1,5,2,918,1,51,0,0,0,0,0,0
13,5,9,6,8,4,10,2,7,3,1,4,1,4,6,2,9,3,9,1,2,656,1,41,0,0,0,0,0,0
14,8,9,5,10,4,7,1,2,3,6,4,9,1,8,8,8,4,3,2,8,660,1,55,0,0,0,0,0,0
15,4,6,2,8,3,1,10,7,9,5,9,5,8,6,1,2,5,7,1,9,424,1,53,0,0,0,0,0,0
16,6,9,5,7,4,2,10,3,8,1,5,1,2,4,4,9,4,8,1,3,82,1,41,0,0,0,0,0,0
17,1,10,5,6,4,8,7,3,9,2,4,6,7,8,9,6,9,8,2,7,132,1,66,0,0,0,0,0,0
18,6,9,8,7,5,4,2,10,3,1,8,3,2,6,9,3,6,7,6,5,440,1,55,0,0,0,0,0,0
19,2,3,8,7,6,9,10,5,4,1,1,5,1,8,9,5,9,8,3,1,200,1,50,0,0,0,0,0,0
20,2,9,5,8,1,4,3,6,7,10,4,3,8,2,7,4,3,4,6,9,200,1,50,0,0,0,0,0,0
21,6,7,9,5,2,3,1,8,10,4,9,4,5,1,2,7,5,8,5,1,940,1,47,0,0,0,0,0,0
22,1,5,4,10,8,6,3,7,9,2,2,4,1,4,8,3,5,9,2,7,450,1,45,0,0,0,0,0,0
23,4,10,1,9,7,6,8,5,3,2,7,9,5,1,4,7,3,3,2,5,184,1,46,0,0,0,0,0,0
24,10,9,7,4,8,5,2,6,1,3,1,5,2,7,3,2,2,1,5,6,68,1,34,0,0,0,0,0,0
