1,6,8,5,3,7,2,9,4,10,1,3,1,6,4,6,7,8,1,2,2,80,1,40,0,0,0,0,0,0
2,1,7,3,8,4,6,9,10,5,2,7,2,4,9,5,2,8,6,1,3,564,1,47,0,0,0,0,0,0
3,8,4,2,1,10,9,5,7,6,3,9,7,2,6,2,1,8,7,9,1,208,1,52,0,0,0,0,0,0
4,4,9,10,7,1,5,8,3,6,2,5,8,6,9,7,8,6,1,7,3,1080,1,60,0,0,0,0,0,0
5,7,4,10,9,8,2,6,1,3,5,7,6,3,5,2,6,3,4,4,2,504,1,42,0,0,0,0,0,0
6,9,10,1,2,3,4,8,6,5,7,5,4,2,8,1,6,8,5,7,6,520,1,52,0,0,0,0,0,0
7,5,6,3,1,2,7,10,8,4,9,3,2,7,5,6,3,4,3,7,8,384,1,48,0,0,0,0,0,0
8,10,5,1,7,8,9,3,4,2,6,7,5,3,6,1,7,8,2,4,9,936,1,52,0,0,0,0,0,0
9,2,3,4,7,9,5,10,6,1,8,1,3,9,8,7,7,8,8,1,3,990,1,55,0,0,0,0,0,0
10,3,8,4,1,5,7,9,10,6,2,1,7,6,5,9,7,5,8,6,3,912,1,57,0,0,0,0,0,0
11,2,8,6,4,9,1,10,3,5,7,5,4,4,6,7,6,7,3,4,5,204,1,51,0,0,0,0,0,0
12,4,1,5,2,3,10,7,9,8,6,1,2,4,5,7,8,8,2,2,6,810,1,45,0,0,0,0,0,0
13,3,4,5,6,8,9,7,2,1,10,6,1,5,7,7,7,2,5,8,7,880,1,55,0,0,0,0,0,0
14,7,2,3,8,9,1,6,4,5,10,8,2,2,8,7,5,4,5,3,5,588,1,49,0,0,0,0,0,0
15,8,3,5,2,9,10,6,4,1,7,6,5,4,3,4,5,6,6,7,7,424,1,53,0,0,0,0,0,0
16,8,2,5,1,7,6,9,3,10,4,2,1,2,5,6,9,9,1,9,4,96,1,48,0,0,0,0,0,0
17,10,5,9,2,3,8,6,4,1,7,2,8,2,3,3,3,4,2,6,5,76,1,38,0,0,0,0,0,0
